,Class,Location
2045,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P5_003.jpg
2261,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P3_008.jpg
1071,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/U/P2_001.jpg
450,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P4_006.jpg
1001,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/B/P5_006.jpg
432,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P1_008.jpg
394,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P1_006_4.jpg
3362,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P5_006.jpg
770,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P4_006.jpg
2789,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P2_003.jpg
2035,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P1_005.jpg
502,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P3_002.jpg
458,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P3_006.jpg
2783,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P3_001.jpg
1431,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P2_001.jpg
1673,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P1_007.jpg
4033,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P3_001.jpg
415,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P4_001.jpg
1273,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P1_007.jpg
3832,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P3_002.jpg
54,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P4_002.jpg
1559,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P1_001.jpg
3136,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P3_008.jpg
2292,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P4_004.jpg
1853,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/C/P4_003.jpg
3805,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P1_005.jpg
1742,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P3_002.jpg
2737,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P3_007.jpg
3076,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P1_004.jpg
1608,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/P/P4_007.jpg
138,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P3_006.jpg
2424,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P2_008.jpg
1089,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/X/P4_007.jpg
4039,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P2_003.jpg
3092,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P4_004.jpg
1904,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/E/P2_007.jpg
2500,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P3_004.jpg
4047,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P1_003.jpg
3133,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P4_003.jpg
434,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P1_006.jpg
43,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P5_005.jpg
2725,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P5_003.jpg
1229,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Z/P2_003.jpg
709,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P2_003.jpg
1376,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/S/P3_008.jpg
548,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P2_004.jpg
2689,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P4_007.jpg
3853,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P5_005.jpg
1573,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P4_003.jpg
611,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/J/P4_005.jpg
3250,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P4_006.jpg
2236,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/W/P1_004.jpg
2108,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/S/P2_004.jpg
497,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/U/P3_007.jpg
4117,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/D/P2_004.jpg
1250,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P4_005.jpg
955,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P1_005.jpg
3078,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P1_002.jpg
2527,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P5_001.jpg
2032,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P1_008.jpg
454,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P4_002.jpg
1972,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/A/P4_004.jpg
1780,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P3_004.jpg
1757,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P1_002.jpg
265,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/T/P2_007.jpg
1574,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P4_002.jpg
2910,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P2_002.jpg
2728,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P4_008.jpg
2264,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P3_005.jpg
2437,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P1_003.jpg
2063,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P3_001.jpg
3502,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/X/P3_002.jpg
1753,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P1_006.jpg
3505,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/X/P2_007.jpg
1640,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P5_008.jpg
2427,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P2_005.jpg
1192,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P1_008.jpg
2745,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P2_007.jpg
439,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P1_001.jpg
3892,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P5_005.jpg
2374,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P4_002.jpg
3568,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P4_008.jpg
904,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P2_008.jpg
3050,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P4_007.jpg
977,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/A/P3_007.jpg
155,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P1_005.jpg
2701,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P3_003.jpg
1642,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P5_006.jpg
1424,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P2_008.jpg
697,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P3_007.jpg
1967,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/A/P5_001.jpg
853,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P4_003.jpg
1124,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P5_004.jpg
2200,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/W/P5_008.jpg
3626,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P2_006.jpg
2959,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P1_001.jpg
2449,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P4_006.jpg
2698,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P3_006.jpg
1667,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/N/P2_005.jpg
430,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/V/P2_002.jpg
2820,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P3_004.jpg
3269,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P2_003.jpg
1347,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P2_005.jpg
2406,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P5_002.jpg
755,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P1_005.jpg
1121,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P5_007.jpg
540,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P3_004.jpg
2483,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P5_004.jpg
931,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P4_005.jpg
2005,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P5_003.jpg
475,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P1_005.jpg
3376,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P3_008.jpg
2845,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P5_003.jpg
3002,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/F/P5_006.jpg
731,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P4_006.jpg
2117,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/S/P1_003.jpg
99,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P3_005.jpg
815,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/I/P4_001.jpg
1954,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P1_005.jpg
4087,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/A/P1_005.jpg
2154,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P1_006.jpg
3680,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P5_008.jpg
1042,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/U/P5_007.jpg
1294,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Q/P4_002.jpg
196,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P1_004.jpg
1204,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Z/P5_003.jpg
2062,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P3_002.jpg
545,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P2_007.jpg
2511,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P2_001.jpg
1942,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P3_002.jpg
4029,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/C/P3_005.jpg
3478,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/U/P1_002.jpg
3643,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P5_004.jpg
3551,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P2_001.jpg
479,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/S/P1_001.jpg
1545,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P2_007.jpg
3753,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P1_007.jpg
792,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P1_008.jpg
176,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P3_008.jpg
1937,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P3_007.jpg
2435,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/P/P1_005.jpg
2748,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P2_004.jpg
2,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P5_006.jpg
3372,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P4_004.jpg
2115,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/S/P1_005.jpg
4113,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/D/P2_008.jpg
3313,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P1_007.jpg
370,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P4_006.jpg
264,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/T/P2_008.jpg
767,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P5_001.jpg
575,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/G/P4_001.jpg
1786,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P2_006.jpg
2482,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P5_005.jpg
2599,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P1_001.jpg
2304,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P2_008.jpg
2092,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/S/P4_004.jpg
2999,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/G/P1_001.jpg
666,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/F/P2_006.jpg
2598,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P1_002.jpg
1835,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P1_005.jpg
3271,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Q/P2_001.jpg
2186,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P2_007.jpg
1344,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/W/P2_008.jpg
3199,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P1_001.jpg
105,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P2_007.jpg
3205,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P5_003.jpg
3226,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/R/P2_006.jpg
3055,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P4_002.jpg
752,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P2_001.jpg
1735,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P4_001.jpg
2776,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/K/P3_008.jpg
2645,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P5_003.jpg
617,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/J/P3_007.jpg
3623,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P3_001.jpg
2724,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/L/P5_004.jpg
2383,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Y/P3_001.jpg
796,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/K/P1_004.jpg
1141,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/V/P3_003.jpg
603,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/J/P5_004.jpg
3624,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/J/P2_008.jpg
82,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/X/P5_006.jpg
2139,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/U/P3_005.jpg
3339,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/O/P3_005.jpg
3142,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Y/P3_002.jpg
2513,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/J/P1_007.jpg
3995,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/K/P2_007.jpg
2586,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P2_008.jpg
557,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P1_002.jpg
1565,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P5_003.jpg
750,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/E/P2_003.jpg
291,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/R/P4_005.jpg
3575,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/P/P4_001.jpg
889,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P4_007.jpg
1764,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P5_004.jpg
1191,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/R/P2_001.jpg
2673,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P1_007.jpg
17,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P3_007.jpg
1433,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P1_007.jpg
1258,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P3_006.jpg
3648,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P4_007.jpg
962,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/A/P5_006.jpg
1695,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P4_001.jpg
2719,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P1_001.jpg
387,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Q/P2_005.jpg
2239,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/W/P1_001.jpg
3102,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P3_002.jpg
1422,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Y/P3_002.jpg
2445,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P5_003.jpg
654,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/F/P4_002.jpg
2995,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/G/P1_004.jpg
893,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P4_003.jpg
1524,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/L/P5_004.jpg
2010,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/D/P4_006.jpg
1272,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/T/P1_008.jpg
1946,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P2_006.jpg
195,P,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/P/P1_005.jpg
3544,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/T/P2_008.jpg
3948,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P3_007.jpg
1088,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/X/P4_008.jpg
1702,J,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/J/P3_002.jpg
1575,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P4_001.jpg
932,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P4_004.jpg
3195,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/Z/P1_005.jpg
1720,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P5_008.jpg
860,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/C/P3_005.jpg
16,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P3_008.jpg
2052,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/F/P4_004.jpg
2861,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P3_003.jpg
3860,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P4_006.jpg
2324,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Z/P5_004.jpg
159,Z,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Z/P1_001.jpg
993,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/A/P1_007.jpg
3056,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P4_001.jpg
3041,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/C/P5_008.jpg
3295,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/S/P4_001.jpg
702,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P3_002.jpg
1938,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P3_006.jpg
3731,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/E/P4_005.jpg
72,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P1_008.jpg
2692,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P4_004.jpg
1865,C,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/C/P2_007.jpg
2080,S,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/S/P5_008.jpg
2460,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/Q/P3_004.jpg
988,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/A/P2_004.jpg
4099,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/D/P4_007.jpg
2838,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P1_002.jpg
3374,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/W/P4_002.jpg
2591,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/I/P2_001.jpg
3695,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P4_001.jpg
1288,Q,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/Q/P4_008.jpg
2887,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/H/P5_001.jpg
2162,X,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/X/P5_006.jpg
288,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/R/P4_008.jpg
2950,E,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/E/P2_002.jpg
2714,R,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/R/P1_006.jpg
3681,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/M/P5_007.jpg
3971,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/K/P5_007.jpg
1563,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/I/P5_005.jpg
1759,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/H/P2_004.jpg
74,W,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/W/P1_006.jpg
2668,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/O/P2_004.jpg
949,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P2_003.jpg
18,Y,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/Y/P3_006.jpg
2294,T,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/T/P4_002.jpg
3777,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/G/P3_008.jpg
2531,M,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/M/P4_003.jpg
1793,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P1_007.jpg
2833,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/B/P1_005.jpg
3890,I,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/I/P5_007.jpg
3116,A,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/A/P1_007.jpg
2275,V,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/V/P1_004.jpg
3965,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/H/P1_005.jpg
3875,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/L/P2_007.jpg
1837,G,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/G/P1_003.jpg
2844,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Front_CAM/D/P5_004.jpg
538,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P3_006.jpg
1068,U,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/U/P2_004.jpg
1924,B,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/B/P5_004.jpg
926,L,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/L/P5_001.jpg
3659,F,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/F/P3_004.jpg
1778,K,/content/drive/MyDrive/HGM-4/HGM-1.0/Right_CAM/K/P3_006.jpg
3836,N,/content/drive/MyDrive/HGM-4/HGM-1.0/Below_CAM/N/P2_006.jpg
525,O,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/O/P5_003.jpg
716,H,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/H/P1_004.jpg
906,D,/content/drive/MyDrive/HGM-4/HGM-1.0/Left_CAM/D/P2_006.jpg
